#,CATEGORY,CLASS TYPE,PRODUCT,UNIT,QUANTITY,RUPEES,DOLLARS,% QUANTITY,% RUPEES,% DOLLARS,STATUS,Year,Quarter,Month,Day
2522,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,16648,11438,40797,-3.57,-12.15,-6.7,Export,2023,Qtr 4,October,1
2523,FOOD GROUP,,FRUITS,M.T,60461,5699,20327,6.22,-23.95,-19.23,Export,2023,Qtr 4,October,1
2524,FOOD GROUP,,VEGETABLES,M.T,49842,4400,15695,-25.24,-19.74,-14.76,Export,2023,Qtr 4,October,1
2525,FOOD GROUP,,LEGUMINOUS VEGETABLES (PULSES),M.T,0,0,0,-100,-100,-100,Export,2023,Qtr 4,October,1
2526,FOOD GROUP,,TOBACCO,M.T,1723,1192,4252,-13.79,-14.73,-9.44,Export,2023,Qtr 4,October,1
2527,FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2023,Qtr 4,October,1
2528,FOOD GROUP,,SPICES,M.T,3558,3082,10992,-11.19,12.31,19.28,Export,2023,Qtr 4,October,1
2529,FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,74917,33897,120908,-17.46,-27.21,-22.7,Export,2023,Qtr 4,October,1
2530,FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2023,Qtr 4,October,1
2531,FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,9784,11103,39603,-1.08,-6.7,-0.91,Export,2023,Qtr 4,October,1
2532,FOOD GROUP,,ALL OTHER FOOD ITEMS,,,30001,107009,,1.84,8.15,Export,2023,Qtr 4,October,1
2534,TEXTILE GROUP,,RAW COTTON,M.T,9058,4689,16725,320.11,343.86,371.39,Export,2023,Qtr 4,October,1
2535,TEXTILE GROUP,,COTTON YARN,M.T,33140,25838,92160,-20.27,-23.59,-18.85,Export,2023,Qtr 4,October,1
2536,TEXTILE GROUP,,COTTON CLOTH,M.T,33033,47758,170348,-0.79,-7.96,-2.25,Export,2023,Qtr 4,October,1
2537,TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,20,18,64,-65.98,-41.77,-37.86,Export,2023,Qtr 4,October,1
2538,TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,1306,1031,3677,19.14,0.57,6.8,Export,2023,Qtr 4,October,1
2539,TEXTILE GROUP,,KNITWEAR,TH.DOZ,20050,104025,371044,5.69,0.97,7.23,Export,2023,Qtr 4,October,1
2540,TEXTILE GROUP,,BED WEAR,M.T,40360,68298,243611,3.75,-1.35,4.77,Export,2023,Qtr 4,October,1
2541,TEXTILE GROUP,,TOWELS,M.T,19853,26312,93853,7.89,4.77,11.27,Export,2023,Qtr 4,October,1
2542,TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,3790,2930,10451,28.67,17.21,24.49,Export,2023,Qtr 4,October,1
2543,TEXTILE GROUP,,READYMADE GARMENTS,TH.DOZ,7502,76920,274363,1.17,3.1,9.5,Export,2023,Qtr 4,October,1
2544,TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,7346,9508,33916,14.16,13.15,20.17,Export,2023,Qtr 4,October,1
2545,TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR,,,17980,64133,,6.25,12.84,Export,2023,Qtr 4,October,1
2546,TEXTILE GROUP,,OTHER TEXTILE MATERIALS,,,17647,62944,,0.35,6.58,Export,2023,Qtr 4,October,1
2548,PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,0,0,0,0,0,0,Export,2023,Qtr 4,October,1
2549,PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,0,0,0,-100,-100,-100,Export,2023,Qtr 4,October,1
2550,PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,27447,4586,16358,159.84,202.83,221.63,Export,2023,Qtr 4,October,1
2551,PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,0,0,0,Export,2023,Qtr 4,October,1
2553,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,269,1653,5896,50.6,36.6,45.08,Export,2023,Qtr 4,October,1
2555,OTHER MANUFACTURES GROUP,SPORTS GOODS,FOOTBALLS,TH.DOZ,466,6205,22134,8.62,6.7,13.32,Export,2023,Qtr 4,October,1
2556,OTHER MANUFACTURES GROUP,SPORTS GOODS,GLOVES,TH.DOZ,240,1630,5816,4.35,5.17,11.7,Export,2023,Qtr 4,October,1
2557,OTHER MANUFACTURES GROUP,SPORTS GOODS,OTHERS,,1978,2117,7552,,2.07,8.4,Export,2023,Qtr 4,October,1
2558,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,1338,3680,13128,25.54,1.41,7.71,Export,2023,Qtr 4,October,1
2560,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,150,6318,22534,-17.58,-18.46,-13.4,Export,2023,Qtr 4,October,1
2561,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,925,7198,25675,-10.71,2.63,9,Export,2023,Qtr 4,October,1
2562,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,,,357,1275,,2.77,9.16,Export,2023,Qtr 4,October,1
2564,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,691,2467,8800,0.1,-18.84,-13.8,Export,2023,Qtr 4,October,1
2565,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,20,108,384,24.95,43.79,52.99,Export,2023,Qtr 4,October,1
2566,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,1426,766,2733,22.03,4.18,10.65,Export,2023,Qtr 4,October,1
2567,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,,,10521,37529,,-9.2,-3.57,Export,2023,Qtr 4,October,1
2568,OTHER MANUFACTURES GROUP,,CUTLERY,,,1225,4371,,-14.93,-9.63,Export,2023,Qtr 4,October,1
2569,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,155,82,294,34.98,-14.57,-9.26,Export,2023,Qtr 4,October,1
2571,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2023,Qtr 4,October,1
2572,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,28582,8278,29526,-9.64,-10.16,-4.58,Export,2023,Qtr 4,October,1
2573,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,5689,7577,27028,-14.13,-5.72,0.13,Export,2023,Qtr 4,October,1
2574,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,,,24877,88732,,17.78,25.09,Export,2023,Qtr 4,October,1
2576,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,90,395,1407,-18.57,-36.21,-32.26,Export,2023,Qtr 4,October,1
2577,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,,,821,2928,,22.4,30.02,Export,2023,Qtr 4,October,1
2578,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,,,1270,4532,,9.04,15.82,Export,2023,Qtr 4,October,1
2580,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR PARTICULAR INDUSTRIES,,,1295,4620,,18.66,26.02,Export,2023,Qtr 4,October,1
2581,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,,,564,2011,,1.66,7.94,Export,2023,Qtr 4,October,1
2582,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,RUBBER TYRES & TUBES,TH.NOS,1208,2228,7949,-10.11,2.86,9.25,Export,2023,Qtr 4,October,1
2583,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,,,2361,8420,,17.57,24.87,Export,2023,Qtr 4,October,1
2584,OTHER MANUFACTURES GROUP,,GEMS,K.G,109,99,352,-56.49,-26.32,-21.78,Export,2023,Qtr 4,October,1
2585,OTHER MANUFACTURES GROUP,,JEWELLERY,,,133,474,,-73.36,-71.7,Export,2023,Qtr 4,October,1
2586,OTHER MANUFACTURES GROUP,,FURNITURE,TH.NOS,55,193,690,-8.33,-18.53,-13.43,Export,2023,Qtr 4,October,1
2587,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,24,2,7,-77.81,-13.3,-12.5,Export,2023,Qtr 4,October,1
2588,OTHER MANUFACTURES GROUP,,HANDICRAFTS,,0,0,0,,-100,-100,Export,2023,Qtr 4,October,1
2589,OTHER MANUFACTURES GROUP,,CEMENT,M.T,731380,7403,26405,5.53,-8.05,-2.35,Export,2023,Qtr 4,October,1
2590,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,2904,1331,4746,-4.13,-7.23,-1.47,Export,2023,Qtr 4,October,1
2591,OTHER MANUFACTURES GROUP,,ALL OTHER ITEMS,,,57224,204112,,-4.25,1.69,Export,2023,Qtr 4,October,1
2595,FOOD GROUP,RICE,BASMATI,M.T,55582,19008,63837,18.66,16.82,15.27,Export,2023,Qtr 3,September,1
2596,FOOD GROUP,RICE,OTHERS,M.T,199738,32324,108559,64.59,78.86,76.49,Export,2023,Qtr 3,September,1
2597,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,17264,13019,43726,68.36,117.67,114.79,Export,2023,Qtr 3,September,1
2598,FOOD GROUP,,FRUITS,M.T,56922,7493,25166,9.92,-8.11,-9.33,Export,2023,Qtr 3,September,1
2599,FOOD GROUP,,VEGETABLES,M.T,66665,5482,18413,-13.62,1.23,-0.11,Export,2023,Qtr 3,September,1
2600,FOOD GROUP,,LEGUMINOUS VEGETABLES (PULSES),M.T,71,19,64,182.6,221.36,220,Export,2023,Qtr 3,September,1
2601,FOOD GROUP,,TOBACCO,M.T,1999,1398,4695,19.75,55.18,53.13,Export,2023,Qtr 3,September,1
2602,FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2023,Qtr 3,September,1
2603,FOOD GROUP,,SPICES,M.T,4006,2744,9215,54.62,17.67,16.1,Export,2023,Qtr 3,September,1
2604,FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,90768,46571,156409,481.77,496.45,488.56,Export,2023,Qtr 3,September,1
2605,FOOD GROUP,,SUGAR,M.T,0,0,0,-100,-100,-100,Export,2023,Qtr 3,September,1
2606,FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,9891,11900,39965,2.54,6.16,4.75,Export,2023,Qtr 3,September,1
2607,FOOD GROUP,,ALL OTHER FOOD ITEMS,,,29460,98941,,-5.23,-6.48,Export,2023,Qtr 3,September,1
2609,TEXTILE GROUP,,RAW COTTON,M.T,2156,1056,3548,31.52,42.56,40.68,Export,2023,Qtr 3,September,1
2610,TEXTILE GROUP,,COTTON YARN,M.T,41563,33815,113567,7.44,9.81,8.36,Export,2023,Qtr 3,September,1
2611,TEXTILE GROUP,,COTTON CLOTH,M.T,33296,51891,174274,4.51,10.4,8.94,Export,2023,Qtr 3,September,1
2612,TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,60,31,103,-23.79,-26.39,-27.46,Export,2023,Qtr 3,September,1
2613,TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,1096,1025,3443,-5.98,3.81,2.44,Export,2023,Qtr 3,September,1
2614,TEXTILE GROUP,,KNITWEAR,TH.DOZ,18970,103029,346022,-13.99,-12.61,-13.77,Export,2023,Qtr 3,September,1
2615,TEXTILE GROUP,,BED WEAR,M.T,38900,69234,232521,-7.8,-6.54,-7.78,Export,2023,Qtr 3,September,1
2616,TEXTILE GROUP,,TOWELS,M.T,18401,25116,84350,-1.67,-1.76,-3.07,Export,2023,Qtr 3,September,1
2617,TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,2945,2500,8395,12.88,-9.43,-10.63,Export,2023,Qtr 3,September,1
2618,TEXTILE GROUP,,READYMADE GARMENTS,TH.DOZ,7415,74608,250568,-10.16,-10.59,-11.78,Export,2023,Qtr 3,September,1
2619,TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,6435,8403,28223,-3.94,-1.15,-2.46,Export,2023,Qtr 3,September,1
2620,TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR,,,16922,56834,,-7.92,-9.14,Export,2023,Qtr 3,September,1
2621,TEXTILE GROUP,,OTHER TEXTILE MATERIALS,,,17584,59057,,1.26,-0.08,Export,2023,Qtr 3,September,1
2623,PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,0,0,0,0,0,0,Export,2023,Qtr 3,September,1
2624,PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,8,2,8,-99.89,-99.76,-99.77,Export,2023,Qtr 3,September,1
2625,PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,10563,1514,5086,100,100,100,Export,2023,Qtr 3,September,1
2626,PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,0,0,0,Export,2023,Qtr 3,September,1
2628,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,179,1210,4064,-28.56,-33.41,-34.29,Export,2023,Qtr 3,September,1
2630,OTHER MANUFACTURES GROUP,SPORTS GOODS,FOOTBALLS,TH.DOZ,429,5816,19532,-7.34,-1.83,-3.13,Export,2023,Qtr 3,September,1
2631,OTHER MANUFACTURES GROUP,SPORTS GOODS,GLOVES,TH.DOZ,230,1550,5207,-11.54,-7.79,-9,Export,2023,Qtr 3,September,1
2632,OTHER MANUFACTURES GROUP,SPORTS GOODS,OTHERS,,,2074,6967,,-5.42,-6.67,Export,2023,Qtr 3,September,1
2633,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,1066,3629,12188,23.48,16.17,14.64,Export,2023,Qtr 3,September,1
2635,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,182,7747,26020,-1.62,-0.44,-1.76,Export,2023,Qtr 3,September,1
2636,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,1036,7014,23556,9.05,4.27,2.89,Export,2023,Qtr 3,September,1
2637,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,,,348,1168,,23.1,21.54,Export,2023,Qtr 3,September,1
2639,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,691,3040,10209,-26.76,-25.89,-26.87,Export,2023,Qtr 3,September,1
2640,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,16,75,251,-18.8,-12.04,-13.45,Export,2023,Qtr 3,September,1
2641,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,1169,735,2470,-5.72,-0.62,-1.95,Export,2023,Qtr 3,September,1
2642,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,,,11588,38917,,9.46,8.01,Export,2023,Qtr 3,September,1
2643,OTHER MANUFACTURES GROUP,,CUTLERY,,,1440,4837,,-5.01,-6.28,Export,2023,Qtr 3,September,1
2644,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,115,96,324,-52.01,-25.57,-26.53,Export,2023,Qtr 3,September,1
2646,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2023,Qtr 3,September,1
2647,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,31630,9214,30944,-12.36,-8.39,-9.61,Export,2023,Qtr 3,September,1
2648,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,6625,8037,26992,32.5,-0.9,-2.21,Export,2023,Qtr 3,September,1
2649,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,,,21121,70933,,-5.67,-6.92,Export,2023,Qtr 3,September,1
2651,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,110,618,2077,7.05,8.26,6.84,Export,2023,Qtr 3,September,1
2652,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,,,671,2252,,32.39,30.63,Export,2023,Qtr 3,September,1
2653,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,,,1165,3913,,-42.95,-43.71,Export,2023,Qtr 3,September,1
2655,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR PARTICULAR INDUSTRIES,,,1092,3666,,13.56,12.04,Export,2023,Qtr 3,September,1
2656,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,,,555,1863,,26.66,25.03,Export,2023,Qtr 3,September,1
2657,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,,,2008,6743,,15.82,14.27,Export,2023,Qtr 3,September,1
2658,OTHER MANUFACTURES GROUP,,GEMS,K.G,250,134,450,78.57,83.83,81.45,Export,2023,Qtr 3,September,1
2659,OTHER MANUFACTURES GROUP,,JEWELLERY,,,499,1675,,294.97,289.53,Export,2023,Qtr 3,September,1
2660,OTHER MANUFACTURES GROUP,,FURNITURE,TH.NOS,60,237,797,-20,-1.31,-2.69,Export,2023,Qtr 3,September,1
2661,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,109,2,8,-99.55,-99.78,-99.78,Export,2023,Qtr 3,September,1
2662,OTHER MANUFACTURES GROUP,,HANDICRAFTS,,,18,61,,-27.34,-28.24,Export,2023,Qtr 3,September,1
2663,OTHER MANUFACTURES GROUP,,CEMENT,M.T,693023,8051,27041,21.72,16.63,15.09,Export,2023,Qtr 3,September,1
2664,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,3029,1434,4817,31.3,41.07,39.22,Export,2023,Qtr 3,September,1
2665,OTHER MANUFACTURES GROUP,,ALL OTHER ITEMS,,,59925,201256,,17.09,15.54,Export,2023,Qtr 3,September,1
2669,FOOD GROUP,RICE,BASMATI,M.T,66863,21378,76861,-8.31,-7.53,-7.34,Export,2024,Qtr 2,April,1
2670,FOOD GROUP,RICE,OTHERS,M.T,463035,76438,274815,-16.02,-17,-16.84,Export,2024,Qtr 2,April,1
2671,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,21674,12123,43586,15.85,17.77,18,Export,2024,Qtr 2,April,1
2672,FOOD GROUP,,FRUITS,M.T,22815,2270,8161,-65.79,-58.51,-58.42,Export,2024,Qtr 2,April,1
2673,FOOD GROUP,,VEGETABLES,M.T,127528,9097,32707,-33.88,-46.62,-46.52,Export,2024,Qtr 2,April,1
2674,FOOD GROUP,,LEGUMINOUS VEGETABLES (PULSES),M.T,0,0,0,-100,-100,-100,Export,2024,Qtr 2,April,1
2675,FOOD GROUP,,TOBACCO,M.T,506,220,792,32.41,-13.97,-13.82,Export,2024,Qtr 2,April,1
2676,FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2024,Qtr 2,April,1
2677,FOOD GROUP,,SPICES,M.T,1964,1892,6801,-22.96,-23.63,-23.49,Export,2024,Qtr 2,April,1
2678,FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,4226,1491,5361,-10.36,-13.11,-12.94,Export,2024,Qtr 2,April,1
2679,FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2024,Qtr 2,April,1
2680,FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,10926,12090,43468,-17.26,-21.4,-21.23,Export,2024,Qtr 2,April,1
2681,FOOD GROUP,,ALL OTHER FOOD ITEMS,,,21674,77926,,-12.61,-12.44,Export,2024,Qtr 2,April,1
2683,TEXTILE GROUP,,RAW COTTON,M.T,0,0,0,-100,-100,-100,Export,2024,Qtr 2,April,1
2684,TEXTILE GROUP,,COTTON YARN,M.T,19525,15052,54115,28.58,24.15,24.4,Export,2024,Qtr 2,April,1
2685,TEXTILE GROUP,,COTTON CLOTH,M.T,25375,37556,135023,-19.44,-17.33,-17.16,Export,2024,Qtr 2,April,1
2686,TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,50,24,85,-10.71,-12.28,-13.27,Export,2024,Qtr 2,April,1
2687,TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,803,599,2154,-3.5,-10.06,-9.84,Export,2024,Qtr 2,April,1
2688,TEXTILE GROUP,,KNITWEAR,TH.DOZ,20676,90772,326352,-4.18,-3.28,-3.08,Export,2024,Qtr 2,April,1
2689,TEXTILE GROUP,,BED WEAR,M.T,34915,56332,202529,-6.06,-6.1,-5.91,Export,2024,Qtr 2,April,1
2690,TEXTILE GROUP,,TOWELS,M.T,17107,22459,80748,-14.42,-13.4,-13.22,Export,2024,Qtr 2,April,1
2691,TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,2481,2579,9273,-19.85,-17.96,-17.79,Export,2024,Qtr 2,April,1
2692,TEXTILE GROUP,,READYMADE GARMENTS,TH.DOZ,6309,81020,291288,-0.25,1.21,1.41,Export,2024,Qtr 2,April,1
2693,TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,6250,7742,27836,-11.65,-8.31,-8.13,Export,2024,Qtr 2,April,1
2694,TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR,,,14843,53364,,-9.34,-9.16,Export,2024,Qtr 2,April,1
2695,TEXTILE GROUP,,OTHER TEXTILE MATERIALS,,,15172,54549,,-6.76,-6.57,Export,2024,Qtr 2,April,1
2697,PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,0,0,0,0,0,0,Export,2024,Qtr 2,April,1
2698,PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,55087,7096,25513,1134.02,1449.37,1453.78,Export,2024,Qtr 2,April,1
2699,PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,0,0,0,-100,-100,-100,Export,2024,Qtr 2,April,1
2700,PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,0,0,0,Export,2024,Qtr 2,April,1
2702,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,255,1438,5169,15.18,40.68,40.92,Export,2024,Qtr 2,April,1
2704,OTHER MANUFACTURES GROUP,SPORTS GOODS,FOOTBALLS,TH.DOZ,480,7310,26282,6.67,7.82,8.04,Export,2024,Qtr 2,April,1
2705,OTHER MANUFACTURES GROUP,SPORTS GOODS,GLOVES,TH.DOZ,700,1247,4485,21.95,18.01,18.21,Export,2024,Qtr 2,April,1
2706,OTHER MANUFACTURES GROUP,SPORTS GOODS,OTHERS,,,1942,6982,,-4.47,-4.28,Export,2024,Qtr 2,April,1
2707,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,1014,3470,12475,30.03,0.48,0.69,Export,2024,Qtr 2,April,1
2709,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,139,4429,15924,9.45,11.85,12.07,Export,2024,Qtr 2,April,1
2710,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,810,6972,25066,9.91,8.62,8.84,Export,2024,Qtr 2,April,1
2711,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,,,299,1076,,-6.77,-6.6,Export,2024,Qtr 2,April,1
2713,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,496,1968,7077,-17.82,-17.26,-17.1,Export,2024,Qtr 2,April,1
2714,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,24,136,488,20.6,56.14,56.91,Export,2024,Qtr 2,April,1
2715,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,929,656,2357,-40.8,-48.34,-48.23,Export,2024,Qtr 2,April,1
2716,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,,,9769,35121,,-12.82,-12.64,Export,2024,Qtr 2,April,1
2717,OTHER MANUFACTURES GROUP,,CUTLERY,,,1249,4490,,-21.55,-21.41,Export,2024,Qtr 2,April,1
2718,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,126,106,380,10.33,10.05,10.14,Export,2024,Qtr 2,April,1
2720,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2024,Qtr 2,April,1
2721,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,26518,8429,30305,-21.37,-16.69,-16.52,Export,2024,Qtr 2,April,1
2722,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,7104,8212,29523,-34.44,-22.62,-22.47,Export,2024,Qtr 2,April,1
2723,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,,,14667,52732,,-12.1,-11.92,Export,2024,Qtr 2,April,1
2725,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,262,1041,3744,5.04,-4.39,-4.2,Export,2024,Qtr 2,April,1
2726,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,,,752,2704,,5.92,6.16,Export,2024,Qtr 2,April,1
2727,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,,,1075,3864,,-37.8,-37.68,Export,2024,Qtr 2,April,1
2729,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR PARTICULAR INDUSTRIES,,,1341,4820,,52.88,53.11,Export,2024,Qtr 2,April,1
2730,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,,,512,1841,,-16.62,-16.47,Export,2024,Qtr 2,April,1
2731,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,RUBBER TYRES & TUBES,TH.NOS,1689,2245,8072,-4.03,-2.34,-2.13,Export,2024,Qtr 2,April,1
2732,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,,,1624,5839,,-11.01,-10.84,Export,2024,Qtr 2,April,1
2733,OTHER MANUFACTURES GROUP,,GEMS,K.G,30,51,184,-11.76,-33.51,-33.57,Export,2024,Qtr 2,April,1
2734,OTHER MANUFACTURES GROUP,,JEWELLERY,,,50,181,,-81.23,-81.19,Export,2024,Qtr 2,April,1
2735,OTHER MANUFACTURES GROUP,,FURNITURE,TH.NOS,89,96,346,-16.54,-35.83,-35.93,Export,2024,Qtr 2,April,1
2736,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,42659,2099,7547,-17.34,-20.19,-20.04,Export,2024,Qtr 2,April,1
2737,OTHER MANUFACTURES GROUP,,HANDICRAFTS,,,0,0,,0,0,Export,2024,Qtr 2,April,1
